Lanskod;Lan;aldersgrupp;Vaccinationsvecka;Vaccinationsstatus;Befolkning;Antal;Andel;;;;
12;Skane lan;60-69;2021-40;Minst 2 doser;143742;127697;89%;;;;
12;Skane lan;60-69;2021-41;Minst 2 doser;143742;127987;89%;;;;
12;Skane lan;60-69;2021-42;Minst 2 doser;143742;128170;89%;;;;
12;Skane lan;60-69;2021-43;Minst 2 doser;143742;128377;89%;;;;
12;Skane lan;60-69;2021-44;Minst 2 doser;143742;128433;89%;;;;
12;Skane lan;60-69;2021-45;Minst 2 doser;143742;128564;89%;;;;
12;Skane lan;60-69;2021-46;Minst 2 doser;143742;128728;90%;;;;
12;Skane lan;60-69;2021-47;Minst 2 doser;143742;128994;90%;;;;
12;Skane lan;60-69;2021-48;Minst 2 doser;143742;129126;90%;;;;
12;Skane lan;60-69;2021-49;Minst 2 doser;143742;129262;90%;;;;
12;Skane lan;60-69;2021-50;Minst 2 doser;143742;129530;90%;;;;
12;Skane lan;60-69;2021-51;Minst 2 doser;143742;129660;90%;;;;
12;Skane lan;60-69;2021-52;Minst 2 doser;143742;129745;90%;;;;
12;Skane lan;60-69;2022-01;Minst 2 doser;143742;129873;90%;;;;
12;Skane lan;60-69;2022-02;Minst 2 doser;143742;130069;90%;;;;
12;Skane lan;60-69;2022-03;Minst 2 doser;143742;130193;91%;;;;
12;Skane lan;60-69;2022-04;Minst 2 doser;143742;130306;91%;;;;
12;Skane lan;60-69;2022-05;Minst 2 doser;143742;130370;91%;;;;
12;Skane lan;60-69;2022-06;Minst 2 doser;143742;130416;91%;;;;
12;Skane lan;60-69;2022-07;Minst 2 doser;143742;130478;91%;;;;
12;Skane lan;60-69;2022-08;Minst 2 doser;143742;130529;91%;;;;
12;Skane lan;60-69;2022-09;Minst 2 doser;143742;130572;91%;;;;
12;Skane lan;60-69;2022-10;Minst 2 doser;143742;130610;91%;;;;
12;Skane lan;60-69;2022-11;Minst 2 doser;143742;130642;91%;;;;
12;Skane lan;60-69;2022-12;Minst 2 doser;143742;130662;91%;;;;
12;Skane lan;60-69;2022-13;Minst 2 doser;143742;130672;91%;;;;
12;Skane lan;60-69;2022-14;Minst 2 doser;143742;130680;91%;;;;
12;Skane lan;60-69;2020-52;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2020-53;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-01;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-02;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-03;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-04;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-05;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-06;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-07;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-08;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-09;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-10;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-11;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-12;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-13;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-14;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-15;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-16;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-17;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-18;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-19;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-20;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-21;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-22;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-23;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-24;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-25;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-26;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-27;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-28;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-29;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-30;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-31;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-32;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-33;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-34;Minst 3 doser;143742;0;0%;;;;
12;Skane lan;60-69;2021-35;Minst 3 doser;143742;12;0%;;;;
12;Skane lan;60-69;2021-36;Minst 3 doser;143742;81;0%;;;;
12;Skane lan;60-69;2021-37;Minst 3 doser;143742;172;0%;;;;
12;Skane lan;60-69;2021-38;Minst 3 doser;143742;428;0%;;;;
12;Skane lan;60-69;2021-39;Minst 3 doser;143742;727;1%;;;;
12;Skane lan;60-69;2021-40;Minst 3 doser;143742;994;1%;;;;
12;Skane lan;60-69;2021-41;Minst 3 doser;143742;1519;1%;;;;
12;Skane lan;60-69;2021-42;Minst 3 doser;143742;1862;1%;;;;
12;Skane lan;60-69;2021-43;Minst 3 doser;143742;2194;2%;;;;
12;Skane lan;60-69;2021-44;Minst 3 doser;143742;2576;2%;;;;
12;Skane lan;60-69;2021-45;Minst 3 doser;143742;6480;5%;;;;
12;Skane lan;60-69;2021-46;Minst 3 doser;143742;14903;10%;;;;
12;Skane lan;60-69;2021-47;Minst 3 doser;143742;23410;16%;;;;
12;Skane lan;60-69;2021-48;Minst 3 doser;143742;33315;23%;;;;
12;Skane lan;60-69;2021-49;Minst 3 doser;143742;46943;33%;;;;
12;Skane lan;60-69;2021-50;Minst 3 doser;143742;72139;50%;;;;
12;Skane lan;60-69;2021-51;Minst 3 doser;143742;82709;58%;;;;
12;Skane lan;60-69;2021-52;Minst 3 doser;143742;88110;61%;;;;
12;Skane lan;60-69;2022-01;Minst 3 doser;143742;93865;65%;;;;
12;Skane lan;60-69;2022-02;Minst 3 doser;143742;101365;71%;;;;
12;Skane lan;60-69;2022-03;Minst 3 doser;143742;105879;74%;;;;
12;Skane lan;60-69;2022-04;Minst 3 doser;143742;108687;76%;;;;
12;Skane lan;60-69;2022-05;Minst 3 doser;143742;110520;77%;;;;
12;Skane lan;60-69;2022-06;Minst 3 doser;143742;111785;78%;;;;
12;Skane lan;60-69;2022-07;Minst 3 doser;143742;112724;78%;;;;
12;Skane lan;60-69;2022-08;Minst 3 doser;143742;113334;79%;;;;
12;Skane lan;60-69;2022-09;Minst 3 doser;143742;113780;79%;;;;
12;Skane lan;60-69;2022-10;Minst 3 doser;143742;114089;79%;;;;
12;Skane lan;60-69;2022-11;Minst 3 doser;143742;114572;80%;;;;
12;Skane lan;60-69;2022-12;Minst 3 doser;143742;114790;80%;;;;
12;Skane lan;60-69;2022-13;Minst 3 doser;143742;114984;80%;;;;
12;Skane lan;60-69;2022-14;Minst 3 doser;143742;115057;80%;;;;
12;Skane lan;70-79;2020-52;Minst 2 doser;132492;0;0%;;;;
12;Skane lan;70-79;2020-53;Minst 2 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-01;Minst 2 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-02;Minst 2 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-03;Minst 2 doser;132492;36;0%;;;;
12;Skane lan;70-79;2021-04;Minst 2 doser;132492;147;0%;;;;
12;Skane lan;70-79;2021-05;Minst 2 doser;132492;437;0%;;;;
12;Skane lan;70-79;2021-06;Minst 2 doser;132492;923;1%;;;;
12;Skane lan;70-79;2021-07;Minst 2 doser;132492;1909;1%;;;;
12;Skane lan;70-79;2021-08;Minst 2 doser;132492;2796;2%;;;;
12;Skane lan;70-79;2021-09;Minst 2 doser;132492;3959;3%;;;;
12;Skane lan;70-79;2021-10;Minst 2 doser;132492;4384;3%;;;;
12;Skane lan;70-79;2021-11;Minst 2 doser;132492;4956;4%;;;;
12;Skane lan;70-79;2021-12;Minst 2 doser;132492;6096;5%;;;;
12;Skane lan;70-79;2021-13;Minst 2 doser;132492;7301;6%;;;;
12;Skane lan;70-79;2021-14;Minst 2 doser;132492;8951;7%;;;;
12;Skane lan;70-79;2021-15;Minst 2 doser;132492;13802;10%;;;;
12;Skane lan;70-79;2021-16;Minst 2 doser;132492;14852;11%;;;;
12;Skane lan;70-79;2021-17;Minst 2 doser;132492;15065;11%;;;;
12;Skane lan;70-79;2021-18;Minst 2 doser;132492;23291;18%;;;;
12;Skane lan;70-79;2021-19;Minst 2 doser;132492;34316;26%;;;;
12;Skane lan;70-79;2021-20;Minst 2 doser;132492;39930;30%;;;;
12;Skane lan;70-79;2021-21;Minst 2 doser;132492;60029;45%;;;;
12;Skane lan;70-79;2021-22;Minst 2 doser;132492;70755;53%;;;;
12;Skane lan;70-79;2021-23;Minst 2 doser;132492;76691;58%;;;;
12;Skane lan;70-79;2021-24;Minst 2 doser;132492;93613;71%;;;;
12;Skane lan;70-79;2021-25;Minst 2 doser;132492;105647;80%;;;;
12;Skane lan;70-79;2021-26;Minst 2 doser;132492;116533;88%;;;;
12;Skane lan;70-79;2021-27;Minst 2 doser;132492;119281;90%;;;;
12;Skane lan;70-79;2021-28;Minst 2 doser;132492;120015;91%;;;;
12;Skane lan;70-79;2021-29;Minst 2 doser;132492;120374;91%;;;;
12;Skane lan;70-79;2021-30;Minst 2 doser;132492;120680;91%;;;;
12;Skane lan;70-79;2021-31;Minst 2 doser;132492;120839;91%;;;;
12;Skane lan;70-79;2021-32;Minst 2 doser;132492;121050;91%;;;;
12;Skane lan;70-79;2021-33;Minst 2 doser;132492;121382;92%;;;;
12;Skane lan;70-79;2021-34;Minst 2 doser;132492;121659;92%;;;;
12;Skane lan;70-79;2021-35;Minst 2 doser;132492;121840;92%;;;;
12;Skane lan;70-79;2021-36;Minst 2 doser;132492;122026;92%;;;;
12;Skane lan;70-79;2021-37;Minst 2 doser;132492;122229;92%;;;;
12;Skane lan;70-79;2021-38;Minst 2 doser;132492;122380;92%;;;;
12;Skane lan;70-79;2021-39;Minst 2 doser;132492;122550;92%;;;;
12;Skane lan;70-79;2021-40;Minst 2 doser;132492;122685;93%;;;;
12;Skane lan;70-79;2021-41;Minst 2 doser;132492;122836;93%;;;;
12;Skane lan;70-79;2021-42;Minst 2 doser;132492;122950;93%;;;;
12;Skane lan;70-79;2021-43;Minst 2 doser;132492;123060;93%;;;;
12;Skane lan;70-79;2021-44;Minst 2 doser;132492;123130;93%;;;;
12;Skane lan;70-79;2021-45;Minst 2 doser;132492;123329;93%;;;;
12;Skane lan;70-79;2021-46;Minst 2 doser;132492;123571;93%;;;;
12;Skane lan;70-79;2021-47;Minst 2 doser;132492;123846;93%;;;;
12;Skane lan;70-79;2021-48;Minst 2 doser;132492;124025;94%;;;;
12;Skane lan;70-79;2021-49;Minst 2 doser;132492;124160;94%;;;;
12;Skane lan;70-79;2021-50;Minst 2 doser;132492;124324;94%;;;;
12;Skane lan;70-79;2021-51;Minst 2 doser;132492;124406;94%;;;;
12;Skane lan;70-79;2021-52;Minst 2 doser;132492;124441;94%;;;;
12;Skane lan;70-79;2022-01;Minst 2 doser;132492;124487;94%;;;;
12;Skane lan;70-79;2022-02;Minst 2 doser;132492;124585;94%;;;;
12;Skane lan;70-79;2022-03;Minst 2 doser;132492;124660;94%;;;;
12;Skane lan;70-79;2022-04;Minst 2 doser;132492;124708;94%;;;;
12;Skane lan;70-79;2022-05;Minst 2 doser;132492;124748;94%;;;;
12;Skane lan;70-79;2022-06;Minst 2 doser;132492;124791;94%;;;;
12;Skane lan;70-79;2022-07;Minst 2 doser;132492;124831;94%;;;;
12;Skane lan;70-79;2022-08;Minst 2 doser;132492;124854;94%;;;;
12;Skane lan;70-79;2022-09;Minst 2 doser;132492;124880;94%;;;;
12;Skane lan;70-79;2022-10;Minst 2 doser;132492;124901;94%;;;;
12;Skane lan;70-79;2022-11;Minst 2 doser;132492;124926;94%;;;;
12;Skane lan;70-79;2022-12;Minst 2 doser;132492;124942;94%;;;;
12;Skane lan;70-79;2022-13;Minst 2 doser;132492;124952;94%;;;;
12;Skane lan;70-79;2022-14;Minst 2 doser;132492;124959;94%;;;;
12;Skane lan;70-79;2020-52;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2020-53;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-01;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-02;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-03;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-04;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-05;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-06;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-07;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-08;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-09;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-10;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-11;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-12;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-13;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-14;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-15;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-16;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-17;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-18;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-19;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-20;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-21;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-22;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-23;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-24;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-25;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-26;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-27;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-28;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-29;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-30;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-31;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-32;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-33;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-34;Minst 3 doser;132492;0;0%;;;;
12;Skane lan;70-79;2021-35;Minst 3 doser;132492;7;0%;;;;
12;Skane lan;70-79;2021-36;Minst 3 doser;132492;62;0%;;;;
12;Skane lan;70-79;2021-37;Minst 3 doser;132492;164;0%;;;;
12;Skane lan;70-79;2021-38;Minst 3 doser;132492;528;0%;;;;
12;Skane lan;70-79;2021-39;Minst 3 doser;132492;907;1%;;;;
12;Skane lan;70-79;2021-40;Minst 3 doser;132492;1230;1%;;;;
12;Skane lan;70-79;2021-41;Minst 3 doser;132492;2338;2%;;;;
12;Skane lan;70-79;2021-42;Minst 3 doser;132492;3405;3%;;;;
12;Skane lan;70-79;2021-43;Minst 3 doser;132492;4376;3%;;;;
12;Skane lan;70-79;2021-44;Minst 3 doser;132492;5739;4%;;;;
12;Skane lan;70-79;2021-45;Minst 3 doser;132492;19584;15%;;;;
12;Skane lan;70-79;2021-46;Minst 3 doser;132492;42656;32%;;;;
12;Skane lan;70-79;2021-47;Minst 3 doser;132492;61138;46%;;;;
12;Skane lan;70-79;2021-48;Minst 3 doser;132492;77062;58%;;;;
12;Skane lan;70-79;2021-49;Minst 3 doser;132492;91835;69%;;;;
12;Skane lan;70-79;2021-50;Minst 3 doser;132492;104768;79%;;;;
12;Skane lan;70-79;2021-51;Minst 3 doser;132492;108018;82%;;;;
12;Skane lan;70-79;2021-52;Minst 3 doser;132492;109245;82%;;;;
12;Skane lan;70-79;2022-01;Minst 3 doser;132492;110542;83%;;;;
12;Skane lan;70-79;2022-02;Minst 3 doser;132492;112467;85%;;;;
12;Skane lan;70-79;2022-03;Minst 3 doser;132492;113681;86%;;;;
12;Skane lan;70-79;2022-04;Minst 3 doser;132492;114560;86%;;;;
12;Skane lan;70-79;2022-05;Minst 3 doser;132492;115177;87%;;;;
12;Skane lan;70-79;2022-06;Minst 3 doser;132492;115689;87%;;;;
12;Skane lan;70-79;2022-07;Minst 3 doser;132492;116069;88%;;;;
12;Skane lan;70-79;2022-08;Minst 3 doser;132492;116288;88%;;;;
12;Skane lan;70-79;2022-09;Minst 3 doser;132492;116535;88%;;;;
12;Skane lan;70-79;2022-10;Minst 3 doser;132492;116709;88%;;;;
12;Skane lan;70-79;2022-11;Minst 3 doser;132492;117006;88%;;;;
12;Skane lan;70-79;2022-12;Minst 3 doser;132492;117150;88%;;;;
12;Skane lan;70-79;2022-13;Minst 3 doser;132492;117263;89%;;;;
12;Skane lan;70-79;2022-14;Minst 3 doser;132492;117300;89%;;;;
12;Skane lan;80-89;2020-52;Minst 2 doser;60276;0;0%;;;;
12;Skane lan;80-89;2020-53;Minst 2 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-01;Minst 2 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-02;Minst 2 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-03;Minst 2 doser;60276;59;0%;;;;
12;Skane lan;80-89;2021-04;Minst 2 doser;60276;194;0%;;;;
12;Skane lan;80-89;2021-05;Minst 2 doser;60276;581;1%;;;;
12;Skane lan;80-89;2021-06;Minst 2 doser;60276;1408;2%;;;;
12;Skane lan;80-89;2021-07;Minst 2 doser;60276;2839;5%;;;;
12;Skane lan;80-89;2021-08;Minst 2 doser;60276;4222;7%;;;;
12;Skane lan;80-89;2021-09;Minst 2 doser;60276;5983;10%;;;;
12;Skane lan;80-89;2021-10;Minst 2 doser;60276;6732;11%;;;;
12;Skane lan;80-89;2021-11;Minst 2 doser;60276;7750;13%;;;;
12;Skane lan;80-89;2021-12;Minst 2 doser;60276;9786;16%;;;;
12;Skane lan;80-89;2021-13;Minst 2 doser;60276;14004;23%;;;;
12;Skane lan;80-89;2021-14;Minst 2 doser;60276;23633;39%;;;;
12;Skane lan;80-89;2021-15;Minst 2 doser;60276;31915;53%;;;;
12;Skane lan;80-89;2021-16;Minst 2 doser;60276;32836;54%;;;;
12;Skane lan;80-89;2021-17;Minst 2 doser;60276;33036;55%;;;;
12;Skane lan;80-89;2021-18;Minst 2 doser;60276;39086;65%;;;;
12;Skane lan;80-89;2021-19;Minst 2 doser;60276;45390;75%;;;;
12;Skane lan;80-89;2021-20;Minst 2 doser;60276;46825;78%;;;;
12;Skane lan;80-89;2021-21;Minst 2 doser;60276;48185;80%;;;;
12;Skane lan;80-89;2021-22;Minst 2 doser;60276;48900;81%;;;;
12;Skane lan;80-89;2021-23;Minst 2 doser;60276;49978;83%;;;;
12;Skane lan;80-89;2021-24;Minst 2 doser;60276;53194;88%;;;;
12;Skane lan;80-89;2021-25;Minst 2 doser;60276;54219;90%;;;;
12;Skane lan;80-89;2021-26;Minst 2 doser;60276;54969;91%;;;;
12;Skane lan;80-89;2021-27;Minst 2 doser;60276;55263;92%;;;;
12;Skane lan;80-89;2021-28;Minst 2 doser;60276;55368;92%;;;;
12;Skane lan;80-89;2021-29;Minst 2 doser;60276;55464;92%;;;;
12;Skane lan;80-89;2021-30;Minst 2 doser;60276;55522;92%;;;;
12;Skane lan;80-89;2021-31;Minst 2 doser;60276;55561;92%;;;;
12;Skane lan;80-89;2021-32;Minst 2 doser;60276;55620;92%;;;;
12;Skane lan;80-89;2021-33;Minst 2 doser;60276;55715;92%;;;;
12;Skane lan;80-89;2021-34;Minst 2 doser;60276;55763;93%;;;;
12;Skane lan;80-89;2021-35;Minst 2 doser;60276;55805;93%;;;;
12;Skane lan;80-89;2021-36;Minst 2 doser;60276;55841;93%;;;;
12;Skane lan;80-89;2021-37;Minst 2 doser;60276;55881;93%;;;;
12;Skane lan;80-89;2021-38;Minst 2 doser;60276;55918;93%;;;;
12;Skane lan;80-89;2021-39;Minst 2 doser;60276;55953;93%;;;;
12;Skane lan;80-89;2021-40;Minst 2 doser;60276;55981;93%;;;;
12;Skane lan;80-89;2021-41;Minst 2 doser;60276;56066;93%;;;;
12;Skane lan;80-89;2021-42;Minst 2 doser;60276;56140;93%;;;;
12;Skane lan;80-89;2021-43;Minst 2 doser;60276;56389;94%;;;;
12;Skane lan;80-89;2021-44;Minst 2 doser;60276;56484;94%;;;;
12;Skane lan;80-89;2021-45;Minst 2 doser;60276;56614;94%;;;;
12;Skane lan;80-89;2021-46;Minst 2 doser;60276;56700;94%;;;;
12;Skane lan;80-89;2021-47;Minst 2 doser;60276;56804;94%;;;;
12;Skane lan;80-89;2021-48;Minst 2 doser;60276;56854;94%;;;;
12;Skane lan;80-89;2021-49;Minst 2 doser;60276;56938;94%;;;;
12;Skane lan;80-89;2021-50;Minst 2 doser;60276;57016;95%;;;;
12;Skane lan;80-89;2021-51;Minst 2 doser;60276;57063;95%;;;;
12;Skane lan;80-89;2021-52;Minst 2 doser;60276;57070;95%;;;;
12;Skane lan;80-89;2022-01;Minst 2 doser;60276;57092;95%;;;;
12;Skane lan;80-89;2022-02;Minst 2 doser;60276;57126;95%;;;;
12;Skane lan;80-89;2022-03;Minst 2 doser;60276;57165;95%;;;;
12;Skane lan;80-89;2022-04;Minst 2 doser;60276;57187;95%;;;;
12;Skane lan;80-89;2022-05;Minst 2 doser;60276;57201;95%;;;;
12;Skane lan;80-89;2022-06;Minst 2 doser;60276;57210;95%;;;;
12;Skane lan;80-89;2022-07;Minst 2 doser;60276;57228;95%;;;;
12;Skane lan;80-89;2022-08;Minst 2 doser;60276;57235;95%;;;;
12;Skane lan;80-89;2022-09;Minst 2 doser;60276;57254;95%;;;;
12;Skane lan;80-89;2022-10;Minst 2 doser;60276;57271;95%;;;;
12;Skane lan;80-89;2022-11;Minst 2 doser;60276;57284;95%;;;;
12;Skane lan;80-89;2022-12;Minst 2 doser;60276;57292;95%;;;;
12;Skane lan;80-89;2022-13;Minst 2 doser;60276;57301;95%;;;;
12;Skane lan;80-89;2022-14;Minst 2 doser;60276;57307;95%;;;;
12;Skane lan;80-89;2020-52;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2020-53;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-01;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-02;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-03;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-04;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-05;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-06;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-07;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-08;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-09;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-10;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-11;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-12;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-13;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-14;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-15;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-16;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-17;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-18;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-19;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-20;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-21;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-22;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-23;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-24;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-25;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-26;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-27;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-28;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-29;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-30;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-31;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-32;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-33;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-34;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-35;Minst 3 doser;60276;0;0%;;;;
12;Skane lan;80-89;2021-36;Minst 3 doser;60276;21;0%;;;;
12;Skane lan;80-89;2021-37;Minst 3 doser;60276;50;0%;;;;
12;Skane lan;80-89;2021-38;Minst 3 doser;60276;183;0%;;;;
12;Skane lan;80-89;2021-39;Minst 3 doser;60276;335;1%;;;;
12;Skane lan;80-89;2021-40;Minst 3 doser;60276;464;1%;;;;
12;Skane lan;80-89;2021-41;Minst 3 doser;60276;3029;5%;;;;
12;Skane lan;80-89;2021-42;Minst 3 doser;60276;5479;9%;;;;
12;Skane lan;80-89;2021-43;Minst 3 doser;60276;17983;30%;;;;
12;Skane lan;80-89;2021-44;Minst 3 doser;60276;24503;41%;;;;
12;Skane lan;80-89;2021-45;Minst 3 doser;60276;34118;57%;;;;
12;Skane lan;80-89;2021-46;Minst 3 doser;60276;40759;68%;;;;
12;Skane lan;80-89;2021-47;Minst 3 doser;60276;44357;74%;;;;
12;Skane lan;80-89;2021-48;Minst 3 doser;60276;46898;78%;;;;
12;Skane lan;80-89;2021-49;Minst 3 doser;60276;49292;82%;;;;
12;Skane lan;80-89;2021-50;Minst 3 doser;60276;51556;86%;;;;
12;Skane lan;80-89;2021-51;Minst 3 doser;60276;52123;86%;;;;
12;Skane lan;80-89;2021-52;Minst 3 doser;60276;52306;87%;;;;
12;Skane lan;80-89;2022-01;Minst 3 doser;60276;52528;87%;;;;
12;Skane lan;80-89;2022-02;Minst 3 doser;60276;52876;88%;;;;
12;Skane lan;80-89;2022-03;Minst 3 doser;60276;53107;88%;;;;
12;Skane lan;80-89;2022-04;Minst 3 doser;60276;53287;88%;;;;
12;Skane lan;80-89;2022-05;Minst 3 doser;60276;53405;89%;;;;
12;Skane lan;80-89;2022-06;Minst 3 doser;60276;53535;89%;;;;
12;Skane lan;80-89;2022-07;Minst 3 doser;60276;53635;89%;;;;
12;Skane lan;80-89;2022-08;Minst 3 doser;60276;53707;89%;;;;
